temp,visc,con,time
74.17,58.46,5,24
74.66,58.14,5,24
75.17,57.88,5,24
75.66,57.71,5,24
76.17,57.68,5,24
76.66,57.3,5,24
77.17,57,5,24
77.66,57.02,5,24
78.17,56.81,5,24
78.66,56.68,5,24
79.17,56.87,5,24
79.65,56.33,5,24
80.17,56.22,5,24
80.65,56.44,5,24
81.17,56,5,24
81.65,55.88,5,24
82.16,55.65,5,24
82.65,55.39,5,24
83.16,55.06,5,24
83.62,54.94,5,24
84.14,54.65,5,24
84.62,54.56,5,24
85.13,54.4,5,24
85.65,54.02,5,24
86.15,54.14,5,24
86.65,53.95,5,24
87.16,53.83,5,24
87.67,53.81,5,24
88.18,54.37,5,24
88.69,53.32,5,24
89.18,53.36,5,24
89.69,53.26,5,24
90.19,52.96,5,24
90.69,53.01,5,24
91.19,52.69,5,24
91.7,52.32,5,24
92.19,52.27,5,24
92.7,52.63,5,24
93.2,51.68,5,24
93.7,51.54,5,24
94.19,51.27,5,24
94.69,51.22,5,24
95.19,51.33,5,24
95.7,51.04,5,24
96.2,51.4,5,24
96.71,50.57,5,24
97.17,50.65,5,24
97.61,51.11,5,24
98.03,51.15,5,24
98.48,50.58,5,24
99,50.48,5,24
99.58,50.66,5,24
100.1,50.4,5,24
100.7,50.27,5,24
101.2,49.83,5,24
101.7,49.64,5,24
102.2,49.67,5,24
102.7,49.3,5,24
103.2,49.23,5,24
103.7,48.97,5,24
104.2,48.82,5,24
104.7,48.61,5,24
105.2,48.49,5,24
105.7,48.34,5,24
106.2,49.22,5,24
106.7,48.41,5,24
107.2,48.61,5,24
107.7,48.71,5,24
108.2,48.4,5,24
108.7,49.09,5,24
109.2,49.18,5,24
109.7,47.94,5,24
110.2,48.34,5,24
110.7,47.62,5,24
111.2,47.95,5,24
111.7,47.72,5,24
112.2,47.54,5,24
112.7,47.66,5,24
113.2,46.87,5,24
113.7,46.78,5,24
114,47.36,5,24
114.4,46.83,5,24
114.9,47.01,5,24
115.5,46.94,5,24
116,47.81,5,24
116.6,47.72,5,24
117.1,47.59,5,24
117.7,47.01,5,24
118.2,48.67,5,24
118.7,47.53,5,24
119.2,47.94,5,24
119.7,47.27,5,24
120.2,46.91,5,24
120.7,47.16,5,24
121.3,46.54,5,24
121.8,45.84,5,24
122.3,45.92,5,24
122.7,45.79,5,24
123.2,47.32,5,24
123.7,46.51,5,24
124.2,46.73,5,24
124.7,46.69,5,24
125.2,47.38,5,24
125.7,46.74,5,24
126.2,47.1,5,24
126.7,47.12,5,24
127.2,47.34,5,24
127.7,49.36,5,24
128.2,46.72,5,24
128.7,46.71,5,24
129.2,46.35,5,24
129.7,46.64,5,24
130.2,46.05,5,24
130.7,46.71,5,24
131.2,45.8,5,24
131.7,46.68,5,24
132.2,45.9,5,24
132.7,47.26,5,24
133.2,45.99,5,24
133.7,46.14,5,24
134.2,47.05,5,24
134.7,47.33,5,24
135.2,47.25,5,24
135.7,47.47,5,24
136.2,46.54,5,24
136.7,47.11,5,24
137.2,46.99,5,24
137.7,47.29,5,24
138.2,47.02,5,24
138.7,46.78,5,24
139.2,46.41,5,24
139.7,48.51,5,24
140.2,46.32,5,24
140.7,46.95,5,24
141.2,46.1,5,24
141.7,46.9,5,24
142.2,47.66,5,24
142.6,47.23,5,24
143.2,46.37,5,24
143.6,46.39,5,24
144.2,47.26,5,24
144.6,48.4,5,24
145.2,46.57,5,24
145.6,46.92,5,24
146.2,48.02,5,24
146.6,48.69,5,24
147.2,47.25,5,24
147.6,47.84,5,24
148.2,46.92,5,24
148.6,48.1,5,24
149.2,47.28,5,24
149.6,47.32,5,24
150.2,48.63,5,24
150.6,47.35,5,24
151.1,47.55,5,24
151.6,47.53,5,24
152.1,47.6,5,24
152.6,46.9,5,24
153.1,48.17,5,24
153.6,48.16,5,24
154.1,47.45,5,24
154.6,48.59,5,24
155.1,48.05,5,24
155.6,47.35,5,24
156.1,48.57,5,24
156.6,47.2,5,24
157.1,48.18,5,24
157.6,48.46,5,24
158.1,47.53,5,24
158.6,48.15,5,24
159.1,46.35,5,24
159.6,47.01,5,24
160.1,47.57,5,24
23.33,45.84,10,1
23.34,45.57,10,1
23.42,45.2,10,1
23.65,45.32,10,1
23.98,44.9,10,1
24.43,44.85,10,1
24.88,44.99,10,1
25.43,44.6,10,1
25.94,44.58,10,1
26.51,44.54,10,1
27.1,44.55,10,1
27.65,44.58,10,1
28.24,44.19,10,1
28.79,44.17,10,1
29.38,44.21,10,1
29.93,44.4,10,1
30.51,44.59,10,1
31.05,44.12,10,1
31.63,43.65,10,1
32.16,43.93,10,1
32.73,43.91,10,1
33.26,43.43,10,1
33.81,43.67,10,1
34.34,42.7,10,1
34.89,42.96,10,1
35.4,44.28,10,1
35.95,42.97,10,1
36.45,42.48,10,1
36.99,42.91,10,1
37.5,42.43,10,1
38.03,42.32,10,1
38.53,42.55,10,1
39.06,42.83,10,1
39.56,42.38,10,1
40.08,42.3,10,1
40.58,42.73,10,1
41.1,41.73,10,1
41.59,41.8,10,1
42.11,41.89,10,1
42.6,41.73,10,1
43.12,41.9,10,1
43.61,41.3,10,1
44.13,40.62,10,1
44.62,41.99,10,1
45.14,40.67,10,1
45.62,40.63,10,1
46.14,40.79,10,1
46.63,40.82,10,1
47.14,40.63,10,1
47.63,40.24,10,1
48.14,40.34,10,1
48.63,40,10,1
49.14,39.9,10,1
49.63,40.29,10,1
50.15,39.94,10,1
50.64,40.05,10,1
51.15,39.6,10,1
51.64,39.11,10,1
52.15,39.74,10,1
52.64,39.37,10,1
53.15,39.73,10,1
53.64,38.82,10,1
54.15,39.28,10,1
54.64,39.53,10,1
55.15,38.73,10,1
55.64,40.22,10,1
56.15,38.71,10,1
56.64,39.1,10,1
57.15,38.41,10,1
57.64,38.33,10,1
58.15,38.22,10,1
58.64,39.25,10,1
59.15,38.93,10,1
59.63,37.78,10,1
60.15,37.6,10,1
60.64,37.94,10,1
61.15,38.31,10,1
61.63,38.69,10,1
62.15,37.07,10,1
62.67,37.18,10,1
63.18,37.23,10,1
63.68,36.62,10,1
64.17,37.48,10,1
64.68,37.2,10,1
65.18,37.08,10,1
65.68,36.9,10,1
66.18,36.58,10,1
66.68,36.53,10,1
67.18,38.1,10,1
67.68,37.46,10,1
68.18,36.69,10,1
68.68,36.75,10,1
69.18,36.07,10,1
69.68,37.39,10,1
70.18,37.16,10,1
70.68,35.9,10,1
71.18,35.63,10,1
71.68,35.44,10,1
72.17,36.78,10,1
72.68,35.67,10,1
73.18,36.21,10,1
73.68,36.25,10,1
74.18,34.53,10,1
74.68,36.16,10,1
75.17,34.27,10,1
75.53,34.25,10,1
76.1,34.49,10,1
76.63,34.31,10,1
77.14,33.97,10,1
77.66,35.24,10,1
78.16,34.15,10,1
78.67,33.88,10,1
79.17,33.57,10,1
79.68,34.12,10,1
80.17,33.51,10,1
80.68,33.68,10,1
81.17,32.87,10,1
81.68,33.51,10,1
82.17,32.8,10,1
82.68,32.51,10,1
83.17,32.67,10,1
83.68,33.87,10,1
84.17,34.71,10,1
84.68,32.93,10,1
85.17,33.79,10,1
85.68,32.2,10,1
86.17,32.15,10,1
86.68,32.02,10,1
87.16,31.98,10,1
87.67,30.88,10,1
88.16,31.46,10,1
88.67,31.54,10,1
89.16,31.56,10,1
89.67,30.79,10,1
90.15,31.72,10,1
90.67,31.53,10,1
91.16,30.46,10,1
91.67,30.61,10,1
92.16,30.96,10,1
92.67,31.25,10,1
93.16,30.34,10,1
93.67,30.26,10,1
94.15,30.15,10,1
94.66,30.71,10,1
95.15,31.21,10,1
95.66,30.81,10,1
96.15,32.83,10,1
96.68,30.23,10,1
97.12,30.43,10,1
97.6,30.09,10,1
98.05,29.96,10,1
98.55,30.76,10,1
99.11,31.47,10,1
99.64,29.7,10,1
100.2,29.76,10,1
100.7,28.94,10,1
101.2,29.93,10,1
101.7,30.7,10,1
102.2,29.52,10,1
102.7,29.29,10,1
103.2,28.87,10,1
103.7,29.06,10,1
104.2,29.1,10,1
104.7,29.49,10,1
105.2,31.56,10,1
105.7,30.88,10,1
106.2,28.84,10,1
106.7,29.2,10,1
107.2,28.84,10,1
107.7,29.3,10,1
108.2,28.54,10,1
108.7,28.62,10,1
109.2,28.72,10,1
109.7,28.67,10,1
110.2,28.8,10,1
110.7,28.66,10,1
111.2,28.6,10,1
111.7,28.53,10,1
112.2,28.66,10,1
112.7,28.98,10,1
113.2,28.34,10,1
113.7,29.43,10,1
114.2,29.17,10,1
114.7,29.41,10,1
115.2,29.19,10,1
115.7,29.17,10,1
116.2,28.75,10,1
116.7,28.75,10,1
117.1,28.67,10,1
117.6,28.33,10,1
118.1,28.09,10,1
118.6,29.35,10,1
119.1,28.94,10,1
119.6,28.29,10,1
120.1,29.04,10,1
120.6,28.5,10,1
121.2,28.87,10,1
121.7,29.44,10,1
122.2,31.41,10,1
122.7,29.43,10,1
123.2,29.08,10,1
123.7,29.72,10,1
124.2,29.62,10,1
124.7,30.29,10,1
125.2,29.5,10,1
125.7,29.83,10,1
126.2,29.83,10,1
126.7,29.64,10,1
127.2,29.67,10,1
127.7,29.31,10,1
128.2,29.95,10,1
128.7,29.87,10,1
129.2,30.09,10,1
129.7,29.08,10,1
130.2,29.5,10,1
130.7,30.22,10,1
131.2,30.22,10,1
131.7,32.44,10,1
132.2,30.3,10,1
132.7,30.34,10,1
133.2,30.77,10,1
133.6,30.46,10,1
134.1,30.43,10,1
134.6,30.39,10,1
135.1,30.73,10,1
135.6,30.59,10,1
136.1,30.48,10,1
136.7,29.82,10,1
137.2,30.36,10,1
137.7,30.29,10,1
138.2,30.56,10,1
138.7,30.75,10,1
139.2,30.79,10,1
139.7,30.7,10,1
140.2,31.18,10,1
140.7,30.52,10,1
141.1,32.07,10,1
21.76,63.14,10,24
22.27,63.53,10,24
22.87,62.85,10,24
23.48,61.75,10,24
24.09,62.11,10,24
24.7,61.17,10,24
25.31,60.38,10,24
25.92,60.18,10,24
26.51,59.89,10,24
27.09,60.21,10,24
27.67,60.15,10,24
28.24,59.39,10,24
28.79,59.2,10,24
29.35,59.8,10,24
29.89,58.8,10,24
30.43,58.58,10,24
30.96,59.13,10,24
31.5,58.41,10,24
32.02,58.05,10,24
32.54,57.99,10,24
33.06,58.16,10,24
33.57,58,10,24
34.09,58.03,10,24
34.59,57.74,10,24
35.1,58.29,10,24
35.61,58.44,10,24
36.12,58.41,10,24
36.63,57.65,10,24
37.13,57.71,10,24
37.63,57.53,10,24
38.14,57.56,10,24
38.64,58.23,10,24
39.14,57.23,10,24
39.65,56.94,10,24
40.14,57.07,10,24
40.65,56.9,10,24
41.15,56.61,10,24
41.65,57,10,24
42.15,56.79,10,24
42.65,57.16,10,24
43.15,56.89,10,24
43.65,56.88,10,24
44.15,56.08,10,24
44.65,56.16,10,24
45.15,56.61,10,24
45.65,55.52,10,24
46.15,56.15,10,24
46.65,55.8,10,24
47.15,55.8,10,24
47.65,56.11,10,24
48.15,55.72,10,24
48.65,54.94,10,24
49.15,54.83,10,24
49.65,55.12,10,24
50.15,55.77,10,24
50.66,54.23,10,24
51.15,53.99,10,24
51.65,53.78,10,24
52.15,53.9,10,24
52.65,53.97,10,24
53.15,52.99,10,24
53.65,53.36,10,24
54.15,53.35,10,24
54.65,52.71,10,24
55.16,52.58,10,24
55.65,52.23,10,24
56.15,52.19,10,24
56.66,52.28,10,24
57.16,51.54,10,24
57.65,51.17,10,24
58.15,52.54,10,24
58.66,52.23,10,24
59.16,52.2,10,24
59.65,52.07,10,24
60.16,50.29,10,24
60.66,49.91,10,24
61.16,49.61,10,24
61.66,49.93,10,24
62.16,49.99,10,24
62.66,49.61,10,24
63.16,49.18,10,24
63.66,49.7,10,24
64.16,49.05,10,24
64.27,49.53,10,24
64.41,49.04,10,24
65,48.68,10,24
65.48,48.63,10,24
66.24,48.79,10,24
65.08,48.87,10,24
66.48,47.18,10,24
67.96,46.94,10,24
69.28,46.71,10,24
70.51,46.38,10,24
71.6,46,10,24
72.58,45.75,10,24
73.46,45.53,10,24
74.16,45.23,10,24
74.96,47.18,10,24
75.67,46.94,10,24
76.34,46.71,10,24
76.96,46.38,10,24
77.56,46,10,24
78.13,45.75,10,24
78.67,45.53,10,24
79.21,45.23,10,24
79.74,45.19,10,24
80.25,44.74,10,24
80.76,45.73,10,24
81.27,44.71,10,24
81.76,44.34,10,24
82.26,44.03,10,24
82.76,43.9,10,24
83.25,44.27,10,24
83.74,43.87,10,24
84.24,44.33,10,24
84.72,43.33,10,24
85.22,43.13,10,24
85.71,42.88,10,24
86.2,42.92,10,24
86.7,43.22,10,24
87.2,43.62,10,24
87.69,42.98,10,24
88.17,42.6,10,24
88.67,42.45,10,24
89.17,42.29,10,24
89.67,42.5,10,24
90.17,42.12,10,24
90.66,42.33,10,24
91.16,41.87,10,24
91.66,41.76,10,24
92.16,41.63,10,24
92.66,41.87,10,24
93.16,41.87,10,24
93.65,41.84,10,24
94.15,41.9,10,24
94.65,41.21,10,24
95.15,40.97,10,24
95.64,41.27,10,24
96.17,41.54,10,24
96.61,40.57,10,24
97.07,40.7,10,24
97.57,40.58,10,24
98.1,40.93,10,24
98.63,40.52,10,24
99.14,40.53,10,24
99.64,40.53,10,24
100.1,40.29,10,24
100.6,40.38,10,24
101.1,40.65,10,24
101.6,40.01,10,24
102.1,40.09,10,24
102.6,40.25,10,24
103.1,39.99,10,24
103.6,40.57,10,24
104.1,39.85,10,24
104.6,40.26,10,24
105.1,40.51,10,24
105.6,40.36,10,24
106.2,40.03,10,24
106.7,39.85,10,24
107.2,39.87,10,24
107.7,39.56,10,24
108.1,39.76,10,24
108.6,39.95,10,24
109.1,39.89,10,24
109.6,39.43,10,24
110.1,39.57,10,24
110.6,39.81,10,24
111.2,40.02,10,24
111.7,39.45,10,24
112.2,39.94,10,24
112.7,39.95,10,24
113.2,39.73,10,24
113.7,39.54,10,24
114.2,40.45,10,24
114.7,40.17,10,24
115.2,39.33,10,24
115.6,40.17,10,24
116.1,40.03,10,24
116.6,40.79,10,24
117.1,39.97,10,24
117.6,40.27,10,24
118.1,40.43,10,24
118.6,40.05,10,24
119.1,39.74,10,24
119.6,40.15,10,24
120.1,40.07,10,24
120.6,39.61,10,24
121.1,40.06,10,24
121.6,40.12,10,24
122.1,39.9,10,24
122.6,40.96,10,24
123.1,39.39,10,24
123.6,39.94,10,24
124.1,40.45,10,24
124.6,40.44,10,24
125.1,40.03,10,24
125.6,40.29,10,24
126.1,40.86,10,24
126.6,40,10,24
127.1,40.04,10,24
127.6,39.97,10,24
128.1,40.38,10,24
128.6,40.11,10,24
129.1,40.34,10,24
129.6,40.08,10,24
130.1,39.83,10,24
130.6,40.3,10,24
131.1,40.21,10,24
131.6,40.13,10,24
132.1,40.92,10,24
132.6,40.26,10,24
133.1,40.33,10,24
133.6,40.62,10,24
134.1,40.71,10,24
134.6,40.06,10,24
135.1,39.83,10,24
135.6,40.27,10,24
136.1,40.81,10,24
136.6,39.88,10,24
137.1,39.77,10,24
137.6,40.45,10,24
138.1,41.23,10,24
138.6,40.45,10,24
139.1,40.67,10,24
139.6,40.13,10,24
140.1,41.1,10,24
140.6,40.47,10,24
141.1,40.73,10,24
141.6,40.59,10,24
142.1,40.41,10,24
142.6,41.1,10,24
143.1,40.49,10,24
143.6,41,10,24
144.1,42.16,10,24
144.6,41.85,10,24
145.1,41.13,10,24
145.6,41.49,10,24
146.1,41.45,10,24
146.6,42.27,10,24
147.1,41.83,10,24
147.6,41.38,10,24
148.1,42.3,10,24
148.6,41.48,10,24
149.1,41.21,10,24
149.6,41.59,10,24
150.1,41.71,10,24
150.6,41.59,10,24
151.1,42.7,10,24
151.6,41.4,10,24
152.1,42.06,10,24
152.6,41.43,10,24
153.1,42.05,10,24
153.6,41.59,10,24
154.1,42.34,10,24
154.6,41.3,10,24
155.1,41.49,10,24
155.6,41.26,10,24
156.1,41.24,10,24
156.6,41.97,10,24
157.1,41.64,10,24
157.6,41.69,10,24
158.1,42.21,10,24
158.5,42.04,10,24
159,41.42,10,24
159.5,41.37,10,24
160.1,41.93,10,24
21.6,49.79,15,1
22.16,48.7,15,1
22.83,48.48,15,1
23.49,48.51,15,1
24.14,48.13,15,1
24.77,47.86,15,1
25.39,47.72,15,1
26,47.61,15,1
26.6,47.75,15,1
27.19,47.42,15,1
27.76,47.32,15,1
28.32,47.29,15,1
28.88,47.76,15,1
29.42,47.4,15,1
29.96,47.35,15,1
30.5,46.88,15,1
31.02,46.82,15,1
31.55,46.79,15,1
32.07,46.65,15,1
32.58,46.39,15,1
33.1,46.37,15,1
33.6,46.42,15,1
34.11,46.1,15,1
34.62,45.84,15,1
35.13,45.78,15,1
35.63,45.72,15,1
36.14,45.62,15,1
36.64,45.45,15,1
37.14,45.13,15,1
37.64,45.1,15,1
38.14,45.1,15,1
38.64,44.97,15,1
39.14,44.66,15,1
39.65,44.39,15,1
40.15,44.32,15,1
40.64,44.07,15,1
41.14,43.85,15,1
41.65,43.64,15,1
42.15,43.46,15,1
42.65,43.33,15,1
43.15,43.14,15,1
43.65,43,15,1
44.15,43.08,15,1
44.65,42.84,15,1
45.15,42.47,15,1
45.65,42.34,15,1
46.15,42.01,15,1
46.65,41.89,15,1
47.15,41.72,15,1
47.65,42.29,15,1
48.15,41.86,15,1
48.65,41.38,15,1
49.15,41.55,15,1
49.66,41.65,15,1
50.15,40.79,15,1
50.65,40.96,15,1
51.15,41.18,15,1
51.65,40.67,15,1
52.16,40.23,15,1
52.66,40.9,15,1
53.16,40.11,15,1
53.65,41.05,15,1
54.15,39.58,15,1
54.65,39.74,15,1
55.15,40.35,15,1
55.66,39.72,15,1
56.16,40.07,15,1
56.66,39.67,15,1
57.16,39.59,15,1
57.66,39.16,15,1
58.16,39.07,15,1
58.66,39.52,15,1
59.16,39.02,15,1
59.66,39,15,1
60.16,38.28,15,1
60.66,37.91,15,1
61.16,38.38,15,1
61.66,39.17,15,1
62.16,38.25,15,1
62.66,37.43,15,1
63.16,37.35,15,1
63.66,37.34,15,1
64.16,37.36,15,1
64.66,37.86,15,1
65.16,36.86,15,1
65.66,37.15,15,1
66.16,36.78,15,1
66.66,37.13,15,1
67.16,36.75,15,1
67.66,36.19,15,1
68.16,36.34,15,1
68.66,36.23,15,1
69.16,35.93,15,1
69.66,35.97,15,1
70.15,36.11,15,1
70.65,36.52,15,1
71.15,35.65,15,1
71.65,35.48,15,1
72.15,35.57,15,1
72.65,36.08,15,1
73.16,36.49,15,1
73.66,35.58,15,1
74.16,35.87,15,1
74.66,35.26,15,1
75.16,35.01,15,1
75.66,35.12,15,1
76.16,35.01,15,1
76.66,34.52,15,1
77.15,34.23,15,1
77.66,33.91,15,1
78.15,33.91,15,1
78.65,33.68,15,1
79.15,33.41,15,1
