temp,visc,con,time
79.64,33.72,15,1
80.14,33.32,15,1
80.64,33.29,15,1
81.13,32.96,15,1
81.63,33,15,1
82.14,32.71,15,1
82.63,32.78,15,1
83.13,33.13,15,1
83.64,32.76,15,1
84.15,32.55,15,1
84.66,32.5,15,1
85.16,32.34,15,1
85.66,32.12,15,1
86.16,32.02,15,1
86.66,32.27,15,1
87.16,31.8,15,1
87.66,31.92,15,1
88.16,31.44,15,1
88.66,31.53,15,1
89.15,31.35,15,1
89.66,31.32,15,1
90.15,31.33,15,1
90.65,31.16,15,1
91.15,30.92,15,1
91.65,31.26,15,1
92.15,30.91,15,1
92.65,31,15,1
93.15,30.7,15,1
93.65,30.69,15,1
94.15,30.54,15,1
94.65,30.72,15,1
95.15,30.57,15,1
95.66,30.46,15,1
96.17,30.38,15,1
96.61,30.46,15,1
97.07,30.41,15,1
97.57,30.32,15,1
98.1,30.37,15,1
98.62,30.44,15,1
99.13,30.45,15,1
99.64,30.26,15,1
100.1,30.25,15,1
100.6,30.52,15,1
101.1,30.65,15,1
101.6,30.71,15,1
102.2,30.78,15,1
102.6,31.11,15,1
103.1,31.29,15,1
103.6,30.7,15,1
104.1,30.69,15,1
104.6,30.95,15,1
105.1,30.84,15,1
105.6,31.03,15,1
106.1,30.97,15,1
106.6,31.02,15,1
107.2,31.26,15,1
107.7,31.04,15,1
108.2,30.96,15,1
108.7,31.47,15,1
109.1,31.22,15,1
109.6,31.1,15,1
110.1,31.17,15,1
110.6,31.03,15,1
111.1,31.08,15,1
111.6,31,15,1
112.2,31.35,15,1
112.7,30.79,15,1
113.1,31.72,15,1
113.6,31.44,15,1
114.2,31.07,15,1
114.7,31.33,15,1
115,31.15,15,1
115.5,31.17,15,1
116,31.06,15,1
116.5,31.44,15,1
117.1,31.49,15,1
117.6,31.3,15,1
118.1,31.15,15,1
118.7,31.34,15,1
119.2,31.29,15,1
119.7,31.2,15,1
120.2,31.2,15,1
120.7,31.54,15,1
121.2,31.64,15,1
121.7,31.81,15,1
122.2,31.87,15,1
122.7,32.31,15,1
123.2,32.04,15,1
123.7,31.87,15,1
124.2,31.72,15,1
124.7,31.55,15,1
125.2,31.44,15,1
125.7,31.52,15,1
126.2,31.6,15,1
126.7,31.64,15,1
127.2,31.54,15,1
127.7,32.03,15,1
128.2,31.73,15,1
128.6,31.97,15,1
129.1,32.22,15,1
129.6,31.98,15,1
130.1,31.8,15,1
130.6,31.87,15,1
131.1,32.01,15,1
131.6,31.92,15,1
132.1,32.21,15,1
132.6,32.63,15,1
133.1,31.92,15,1
133.6,32.01,15,1
134.1,32.43,15,1
134.6,32.21,15,1
135.1,32.28,15,1
135.6,32.5,15,1
136.1,32.3,15,1
136.6,32.89,15,1
137.1,33.2,15,1
137.6,33.1,15,1
138.1,32.72,15,1
138.6,32.56,15,1
139.1,32.87,15,1
139.6,33.78,15,1
140.1,33.77,15,1
140.6,33.31,15,1
141.1,32.89,15,1
141.6,33.06,15,1
142.1,33.09,15,1
142.6,33.49,15,1
143.1,33.45,15,1
143.6,33.72,15,1
144.1,34.23,15,1
144.6,33.81,15,1
145.1,34.51,15,1
145.6,34.68,15,1
146.1,33.98,15,1
146.6,34.02,15,1
147.1,34.17,15,1
147.6,34.8,15,1
148.1,35.34,15,1
148.6,34.3,15,1
149.1,34.72,15,1
149.6,35.3,15,1
150.1,34.71,15,1
150.6,34.9,15,1
151.1,34.73,15,1
151.6,34.83,15,1
152.1,34.72,15,1
152.6,34.88,15,1
153.1,35.28,15,1
153.6,35.31,15,1
154.1,35.75,15,1
154.6,35.5,15,1
155.1,35.76,15,1
155.6,35.86,15,1
156.1,35.63,15,1
156.7,35.75,15,1
157.2,35.91,15,1
157.7,35.8,15,1
158.1,35.92,15,1
158.6,36.32,15,1
159.1,35.77,15,1
159.6,35.65,15,1
160.1,35.72,15,1
21.6,64.48,15,24
22.17,64,15,24
22.83,63.44,15,24
23.48,63.74,15,24
24.13,63.4,15,24
24.77,62.56,15,24
25.39,61.95,15,24
26,61.49,15,24
26.59,61.33,15,24
27.18,61.27,15,24
27.75,61.4,15,24
28.32,60.95,15,24
28.87,60.48,15,24
29.42,60.14,15,24
29.95,59.83,15,24
30.49,59.62,15,24
31.02,59.24,15,24
31.54,59.46,15,24
32.06,59.67,15,24
32.58,59.2,15,24
33.09,58.69,15,24
33.6,58.63,15,24
34.11,58.31,15,24
34.62,58.87,15,24
35.12,58.27,15,24
35.63,59.34,15,24
36.13,57.53,15,24
36.63,57.44,15,24
37.14,57.19,15,24
37.63,56.98,15,24
38.14,57.83,15,24
38.64,56.6,15,24
39.14,56.49,15,24
39.64,56.18,15,24
40.14,55.91,15,24
40.64,55.65,15,24
41.14,55.65,15,24
41.65,55.37,15,24
42.14,55.26,15,24
42.65,55.14,15,24
43.14,54.84,15,24
43.64,54.8,15,24
44.14,54.68,15,24
44.64,54.44,15,24
45.14,54.29,15,24
45.65,54.41,15,24
46.15,54.17,15,24
46.65,54.1,15,24
47.15,53.87,15,24
47.65,53.94,15,24
48.15,53.82,15,24
48.65,53.36,15,24
49.15,53.07,15,24
49.65,52.85,15,24
50.15,52.54,15,24
50.65,52.32,15,24
51.15,52.21,15,24
51.65,52.1,15,24
52.15,52.15,15,24
52.65,51.99,15,24
53.15,51.64,15,24
53.65,51.68,15,24
54.16,51.31,15,24
54.65,51.13,15,24
55.16,50.9,15,24
55.65,50.95,15,24
56.15,50.66,15,24
56.66,50.28,15,24
57.15,50,15,24
57.66,49.81,15,24
58.15,49.69,15,24
58.66,49.56,15,24
59.16,49.22,15,24
59.65,49.3,15,24
60.16,49.24,15,24
60.66,48.91,15,24
61.14,48.77,15,24
61.65,48.48,15,24
62.15,48.38,15,24
62.65,48.75,15,24
63.15,48.03,15,24
63.65,47.82,15,24
64.16,47.64,15,24
64.65,47.69,15,24
65.15,47.77,15,24
65.66,47.15,15,24
66.16,47.02,15,24
66.66,46.72,15,24
67.16,46.66,15,24
67.66,46.44,15,24
68.16,46.63,15,24
68.66,46.19,15,24
69.16,46.65,15,24
69.65,45.67,15,24
70.16,45.58,15,24
70.66,45.45,15,24
71.16,45.28,15,24
71.65,45.13,15,24
72.16,44.68,15,24
72.66,45.09,15,24
73.16,44.37,15,24
73.66,44.29,15,24
74.16,44.17,15,24
74.65,44.16,15,24
75.15,43.83,15,24
75.66,43.72,15,24
76.16,43.55,15,24
76.66,43.39,15,24
77.15,43.19,15,24
77.65,43.07,15,24
78.15,42.8,15,24
78.65,42.77,15,24
79.15,42.56,15,24
79.65,42.47,15,24
80.15,42.35,15,24
80.65,42.2,15,24
81.14,42.08,15,24
81.64,42.07,15,24
82.12,41.88,15,24
82.62,41.66,15,24
83.12,41.55,15,24
83.64,41.4,15,24
84.15,41.37,15,24
84.65,41.19,15,24
85.15,41.16,15,24
85.66,40.97,15,24
86.16,40.81,15,24
86.66,40.65,15,24
87.16,40.53,15,24
87.66,40.65,15,24
88.16,40.33,15,24
88.66,40.23,15,24
89.16,40.12,15,24
89.65,40.04,15,24
90.16,39.9,15,24
90.66,39.76,15,24
91.15,39.69,15,24
91.65,39.56,15,24
92.15,39.51,15,24
92.65,39.41,15,24
93.15,39.27,15,24
93.65,39.18,15,24
94.15,39.04,15,24
94.65,39.05,15,24
95.15,39.04,15,24
95.64,38.85,15,24
96.13,38.79,15,24
96.62,38.61,15,24
97.12,38.54,15,24
97.62,38.47,15,24
98.13,38.39,15,24
98.63,38.24,15,24
99.13,38.17,15,24
99.62,38.17,15,24
100.1,38.05,15,24
100.6,37.97,15,24
101.1,37.86,15,24
101.6,37.93,15,24
102.1,37.78,15,24
102.6,37.73,15,24
103.1,37.65,15,24
103.6,37.55,15,24
104.1,37.5,15,24
104.6,37.44,15,24
105.1,37.35,15,24
105.6,37.26,15,24
106.1,37.21,15,24
106.6,37.11,15,24
107.1,37.15,15,24
107.7,37.14,15,24
108.2,37.13,15,24
108.7,37.1,15,24
109.2,37.07,15,24
109.7,36.99,15,24
110.2,36.94,15,24
110.7,36.85,15,24
111.2,36.83,15,24
111.7,36.78,15,24
112.2,36.72,15,24
112.7,36.69,15,24
113.2,36.71,15,24
113.6,36.69,15,24
114.1,36.81,15,24
114.6,36.75,15,24
115.1,36.67,15,24
115.6,36.72,15,24
116.1,36.68,15,24
116.6,36.67,15,24
117.1,36.66,15,24
117.6,36.59,15,24
118.1,36.56,15,24
118.6,36.52,15,24
119.1,36.5,15,24
119.6,36.53,15,24
120.1,36.54,15,24
120.6,36.58,15,24
121.1,36.57,15,24
121.6,36.6,15,24
122.1,36.6,15,24
122.6,36.62,15,24
123.1,36.67,15,24
123.6,36.7,15,24
124.1,36.68,15,24
124.6,36.75,15,24
125.1,36.69,15,24
125.6,36.76,15,24
126.1,36.71,15,24
126.6,36.74,15,24
127.1,36.77,15,24
127.6,36.81,15,24
128.1,36.82,15,24
128.6,36.91,15,24
129.1,36.92,15,24
129.6,36.99,15,24
130.1,37.01,15,24
130.6,37.07,15,24
131.1,37.1,15,24
131.6,37.11,15,24
132.1,37.14,15,24
132.6,37.12,15,24
133.1,37.11,15,24
133.6,37.16,15,24
134.1,37.21,15,24
134.6,37.31,15,24
135.1,37.35,15,24
135.6,37.38,15,24
136.1,37.45,15,24
136.6,37.71,15,24
137.1,37.57,15,24
137.6,37.64,15,24
138.1,37.63,15,24
138.6,37.65,15,24
139.1,37.63,15,24
139.6,37.67,15,24
140.1,37.65,15,24
140.6,37.74,15,24
141.1,38.29,15,24
141.6,37.84,15,24
142.1,37.93,15,24
142.6,37.99,15,24
143.1,38.03,15,24
143.6,38.08,15,24
144.1,38.12,15,24
144.6,38.17,15,24
145.1,38.21,15,24
145.6,38.24,15,24
146.1,38.24,15,24
146.6,38.25,15,24
147.1,38.28,15,24
147.6,38.31,15,24
148.1,38.51,15,24
148.6,38.51,15,24
149.1,38.62,15,24
149.6,38.62,15,24
150.1,38.72,15,24
150.6,38.74,15,24
151.1,38.87,15,24
151.6,38.82,15,24
152.1,38.85,15,24
152.6,38.87,15,24
153.1,38.86,15,24
153.6,38.92,15,24
154.1,38.97,15,24
154.6,38.99,15,24
155.1,39.06,15,24
155.6,39.17,15,24
156.1,39.3,15,24
156.6,39.38,15,24
157.1,39.4,15,24
157.6,39.4,15,24
158.1,39.45,15,24
158.6,39.46,15,24
159.1,39.48,15,24
159.6,39.55,15,24
160.1,39.56,15,24
